"","region","latitude","longitude","exposure","date","time","temperature","phosphate","nitrate","silicate","toxicity","HAB","genus","species","spec_biomass"
"168","English Channel",49.39667,-3.95507,"low","21.03.18",12:00:00,12.167,0.076549,7.745095,3.2646091,"non",0,"other","Woronichinia compacta",0.07805992
"169","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"high",1,"other","Lingulodinium polyedrum",0.021188085
"170","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"high",1,"other","Noctiluca scintillans",0.001474088
"171","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"low",1,"diatom","Cylindrotheca closterium",0.068906067
"172","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"medium",1,"diatom","Thalassiosira mala",0.099004991
"173","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"medium",1,"other","Alexandrium catenella",0.036126945
"174","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"diatom","Cyclotella radiosa",0.206388106
"175","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"diatom","Detonula confervacea",0.056049363
"176","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"diatom","Guinardia delicatula",0.015198019
"177","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"diatom","Leptocylindrus danicus",0.106168238
"178","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"diatom","Rhizosolenia setigera",0.078345447
"179","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Aphanocapsa conferta",0.049095953
"180","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Chroococcus distans",0.013406999
"181","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Coelosphaerium dubium",0.134831556
"182","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Cryptaulax marina",0.130910129
"183","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Cryptomonas platyuris",0.0461037
"184","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Cyanodictyon planctonicum",0.062853094
"185","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Lagerheimia subsalsa",0.151319579
"186","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Microcystis wesenbergii",0.126008044
"187","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Planctonema lauterbornii",0.035164123
"188","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Planktolyngbya contorta",0.087534787
"189","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Pseudanabaena acicularis",0.16775525
"190","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Radiocystis geminata",0.148450152
"191","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Snowella fennica",0.088093951
"192","English Channel",49.39667,-3.95507,"low","22.03.18",12:00:00,12.5601,0.104175,12.007747,3.3137309,"non",0,"other","Woronichinia compacta",0.12073175
"193","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"high",1,"other","Lingulodinium polyedrum",0.016732598
"194","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"high",1,"other","Noctiluca scintillans",0.000294988
"195","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"low",1,"diatom","Cylindrotheca closterium",0.076711337
"196","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"medium",1,"diatom","Thalassiosira mala",0.117265034
"197","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"medium",1,"other","Alexandrium catenella",0.02699062
"198","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"diatom","Cyclotella radiosa",0.249591697
"199","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"diatom","Detonula confervacea",0.063143934
"200","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"diatom","Guinardia delicatula",0.02329283
"201","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"diatom","Leptocylindrus danicus",0.116890971
"202","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"diatom","Rhizosolenia setigera",0.097407781
"203","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Aphanocapsa conferta",0.064414487
"204","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Chroococcus distans",0.015898788
"205","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Coelosphaerium dubium",0.156735237
"206","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Cryptaulax marina",0.150373832
"207","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Cryptomonas platyuris",0.063795786
"208","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Cyanodictyon planctonicum",0.078214629
"209","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Lagerheimia subsalsa",0.187603102
"210","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Microcystis wesenbergii",0.147456994
"211","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Planctonema lauterbornii",0.042283242
"212","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Planktolyngbya contorta",0.118197171
"213","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Pseudanabaena acicularis",0.193232072
"214","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Radiocystis geminata",0.17109893
"215","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Snowella fennica",0.106373193
"216","English Channel",49.39667,-3.95507,"low","23.03.18",12:00:00,12.2553,0.11851,11.129269,3.24055,"non",0,"other","Woronichinia compacta",0.139739563
"217","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"high",1,"other","Lingulodinium polyedrum",0.019697584
"218","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"high",1,"other","Noctiluca scintillans",0.002406979
"219","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"low",1,"diatom","Cylindrotheca closterium",0.048492763
"220","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"medium",1,"diatom","Thalassiosira mala",0.079997063
"221","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"medium",1,"other","Alexandrium catenella",0.037734444
"222","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"diatom","Cyclotella radiosa",0.165872525
"223","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"diatom","Detonula confervacea",0.03365847
"224","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"diatom","Guinardia delicatula",0.010264532
"225","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"diatom","Leptocylindrus danicus",0.07936294
"226","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"diatom","Rhizosolenia setigera",0.060424312
"227","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Aphanocapsa conferta",0.034837272
"228","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Chroococcus distans",0.009468681
"229","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Coelosphaerium dubium",0.102518422
"230","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Cryptaulax marina",0.099778471
"231","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Cryptomonas platyuris",0.031434393
"232","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Cyanodictyon planctonicum",0.046738656
"233","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Lagerheimia subsalsa",0.127064761
"234","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Microcystis wesenbergii",0.092029475
"235","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Planctonema lauterbornii",0.022437933
"236","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Planktolyngbya contorta",0.075025103
"237","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Pseudanabaena acicularis",0.124460764
"238","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Radiocystis geminata",0.110808979
"239","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Snowella fennica",0.068503016
"240","English Channel",49.39667,-3.95507,"low","24.03.18",12:00:00,12.6927,0.087109,11.677393,3.3419111,"non",0,"other","Woronichinia compacta",0.0913995
"241","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"high",1,"other","Lingulodinium polyedrum",0.004631646
"242","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"high",1,"other","Noctiluca scintillans",0.001650817
"243","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"low",1,"diatom","Cylindrotheca closterium",0.034656765
"244","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"medium",1,"diatom","Thalassiosira mala",0.052611367
"245","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"medium",1,"other","Alexandrium catenella",0.009509682
"246","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"diatom","Cyclotella radiosa",0.147414045
"247","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"diatom","Detonula confervacea",0.028893562
"248","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"diatom","Guinardia delicatula",0.007298683
"249","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"diatom","Leptocylindrus danicus",0.068600027
"250","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"diatom","Rhizosolenia setigera",0.059519602
"251","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Aphanocapsa conferta",0.041216538
"252","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Chroococcus distans",0.010755687
"253","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Coelosphaerium dubium",0.107668062
"254","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Cryptaulax marina",0.105247263
"255","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Cryptomonas platyuris",0.036281469
"256","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Cyanodictyon planctonicum",0.052105716
"257","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Lagerheimia subsalsa",0.126183327
"258","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Microcystis wesenbergii",0.098471267
"259","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Planctonema lauterbornii",0.024650895
"260","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Planktolyngbya contorta",0.079572482
"261","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Pseudanabaena acicularis",0.131352969
"262","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Radiocystis geminata",0.122501598
"263","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Snowella fennica",0.069639956
"264","English Channel",49.39667,-3.95507,"low","25.03.18",12:00:00,12.5364,0.088434,8.813085,2.7196265,"non",0,"other","Woronichinia compacta",0.103063114
"265","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"high",1,"other","Lingulodinium polyedrum",0.013857943
"266","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"high",1,"other","Noctiluca scintillans",0.000760522
"267","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"low",1,"diatom","Cylindrotheca closterium",0.04942053
"268","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"medium",1,"diatom","Thalassiosira mala",0.077124239
"269","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"medium",1,"other","Alexandrium catenella",0.035874457
"270","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"diatom","Cyclotella radiosa",0.164093624
"271","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"diatom","Detonula confervacea",0.041697172
"272","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"diatom","Guinardia delicatula",0.017898961
"273","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"diatom","Leptocylindrus danicus",0.076478895
"274","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"diatom","Rhizosolenia setigera",0.063123209
"275","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Aphanocapsa conferta",0.038280468
"276","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Chroococcus distans",0.011334531
"277","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Coelosphaerium dubium",0.108552656
"278","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Cryptaulax marina",0.106872128
"279","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Cryptomonas platyuris",0.041804592
"280","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Cyanodictyon planctonicum",0.052316983
"281","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Lagerheimia subsalsa",0.13115209
"282","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Microcystis wesenbergii",0.098645087
"283","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Planctonema lauterbornii",0.024853272
"284","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Planktolyngbya contorta",0.074780862
"285","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Pseudanabaena acicularis",0.132959744
"286","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Radiocystis geminata",0.117782111
"287","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Snowella fennica",0.069991892
"288","English Channel",49.39667,-3.95507,"low","26.03.18",12:00:00,12.8699,0.090529,11.344787,3.2122767,"non",0,"other","Woronichinia compacta",0.102017906
"289","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"high",1,"other","Lingulodinium polyedrum",0.016061931
"290","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"high",1,"other","Noctiluca scintillans",0.002979609
"291","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"low",1,"diatom","Cylindrotheca closterium",0.030294513
"292","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"medium",1,"diatom","Thalassiosira mala",0.045421214
"293","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"medium",1,"other","Alexandrium catenella",0.02849416
"294","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"diatom","Cyclotella radiosa",0.088928385
"295","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"diatom","Detonula confervacea",0.024384037
"296","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"diatom","Guinardia delicatula",0.006153896
"297","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"diatom","Leptocylindrus danicus",0.051444872
"298","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"diatom","Rhizosolenia setigera",0.027349544
"299","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Aphanocapsa conferta",0.021469637
"300","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Chroococcus distans",0.008734735
"301","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Coelosphaerium dubium",0.058091
"302","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Cryptaulax marina",0.055396658
"303","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Cryptomonas platyuris",0.020654917
"304","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Cyanodictyon planctonicum",0.028087776
"305","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Lagerheimia subsalsa",0.065129595
"306","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Microcystis wesenbergii",0.05217636
"307","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Planctonema lauterbornii",0.015339005
"308","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Planktolyngbya contorta",0.038452301
"309","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Pseudanabaena acicularis",0.073290021
"310","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Radiocystis geminata",0.062814728
"311","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Snowella fennica",0.035804275
"312","English Channel",49.39667,-3.95507,"low","27.3.18",12:00:00,13.1718,0.064156,10.564154,3.4363141,"non",0,"other","Woronichinia compacta",0.048904754
"313","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"high",1,"other","Cochlodinium polykrikoides",0.166727261
"314","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"high",1,"other","Noctiluca scintillans",0.029812558
"315","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"low",1,"diatom","Skeletonema costatum",0.023397933
"316","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"low",1,"other","Chattonella antiqua",0.133099823
"317","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"medium",1,"diatom","Chaetoceros concavicorne",0.009125471
"318","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"medium",1,"diatom","Thalassiosira mala",0.02669776
"319","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"medium",1,"other","Alexandrium catenella",0.00319391
"320","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"diatom","Actinocyclus normanii",0.042757187
"321","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"diatom","Cerataulina pelagica",0.044084572
"322","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"diatom","Coscinodiscus wailesii",0.001839467
"323","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"diatom","Cyclotella radiosa",0.088002522
"324","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"diatom","Detonula confervacea",0.08835632
"325","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"diatom","Guinardia delicatula",0.027972902
"326","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"diatom","Leptocylindrus danicus",0.028396416
"327","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"diatom","Proboscia alata",0.095922113
"328","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"diatom","Rhizosolenia setigera",0.064214105
"329","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Aphanocapsa conferta",0.443774967
"330","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Chroococcus distans",0.542971425
"331","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Cryptaulax marina",0.017622887
"332","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Cryptomonas platyuris",0.220512337
"333","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Cyanodictyon planctonicum",0.060001248
"334","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Golenkinia radiata",0.050818482
"335","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Lagerheimia subsalsa",0.546598889
"336","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Planctonema lauterbornii",0.103250001
"337","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Planktolyngbya contorta",0.516511022
"338","Irish Sea",53.29477,-5.1416,"high","20.03.18",12:00:00,11.0586,0.354009,4.21251,1.3617173,"non",0,"other","Pseudanabaena acicularis",0.102736307
